x1,x2,y
0.5488286723031037,0.6417551944471728,1
1.7118729641546713,0.86373206453519,1
0.6003515872631858,0.7881333798138452,1
1.7352809689071744,0.6812679309076765,1
2.2786060615826718,0.09317570818485332,1
2.225056120543953,0.0840669242327845,1
3.0666163760563316,0.27037211322516164,1
2.720065117009762,0.5675044511727716,0
3.3379307907218125,0.004036646288193335,1
3.074810263198116,0.5539369126309156,0
1.844847956235739,0.1761808456839703,0
2.776891404880476,0.21600529737643348,1
3.4847460090276745,0.8543761473921725,0
0.9011692801567516,0.22609234538509593,0
2.720206498135372,0.5057812839188396,0
2.791659633976775,0.1627110889726805,1
3.4152089094432,0.1958873734435469,1
0.5482561192002369,0.05545336991070171,0
2.5924356044916936,0.5057349151254421,0
0.6677264248849654,0.6080294325742519,1
2.52013520706329,0.8127702304821376,0
1.0009430297293351,0.42894093266729527,0
0.9139647285005819,0.2623714216347748,0
